model,power,use_shift,gamma,epsilon,accuracy,suppressed_matches,harm_rate
B30,3,False,15.0,0.175,0.012000000104308128,1.2,0.0
B30,3,False,15.0,0.2,0.004000000189989805,0.8,0.0
B30,3,False,20.0,0.0,0.9800000190734863,0.0,1.6
B30,3,False,20.0,0.025,0.7920000553131104,61.73913043478261,1.6
B30,3,False,20.0,0.05,0.4880000352859497,49.08256880733945,1.2
B30,3,False,20.0,0.075,0.2600000202655792,31.451612903225808,0.0
B30,3,False,20.0,0.1,0.14400000870227814,18.4,0.0
B30,3,False,20.0,0.125,0.06800000369548798,9.2,0.0
B30,3,False,20.0,0.15,0.06400000303983688,6.0,0.0
B30,3,False,20.0,0.175,0.04000000283122063,4.0,0.0
B30,3,False,20.0,0.2,0.012000000104308128,0.8,0.0
B30,3,False,25.0,0.0,0.9640000462532043,0.0,3.5999999999999996
B30,3,False,25.0,0.025,0.7880000472068787,62.60869565217392,2.0
B30,3,False,25.0,0.05,0.5560000538825989,56.75675675675676,2.0
B30,3,False,25.0,0.075,0.3440000116825104,38.306451612903224,0.0
B30,3,False,25.0,0.1,0.24000000953674316,27.200000000000003,0.0
B30,3,False,25.0,0.125,0.12800000607967377,16.400000000000002,0.0
B30,3,False,25.0,0.15,0.07600000500679016,11.600000000000001,0.0
B30,3,False,25.0,0.175,0.06000000238418579,7.199999999999999,0.0
B30,3,False,25.0,0.2,0.04400000348687172,4.8,0.0
B30,3,False,30.0,0.0,0.9480000734329224,0.0,4.3999999999999995
B30,3,False,30.0,0.025,0.800000011920929,66.37931034482759,2.0
B30,3,False,30.0,0.05,0.5920000076293945,62.94642857142857,1.6
B30,3,False,30.0,0.075,0.42000001668930054,47.599999999999994,0.0
B30,3,False,30.0,0.1,0.31200000643730164,33.2,0.0
B30,3,False,30.0,0.125,0.18000000715255737,23.200000000000003,0.0
B30,3,False,30.0,0.15,0.12400000542402267,18.0,0.0
B30,3,False,30.0,0.175,0.07600000500679016,11.600000000000001,0.0
B30,3,False,30.0,0.2,0.06400000303983688,8.799999999999999,0.0
B30,3,False,35.0,0.0,0.9320000410079956,0.0,7.199999999999999
B30,3,False,35.0,0.025,0.7880000472068787,63.716814159292035,2.4
B30,3,False,35.0,0.05,0.628000020980835,65.61085972850678,2.8000000000000003
B30,3,False,35.0,0.075,0.46400001645088196,52.400000000000006,0.0
B30,3,False,35.0,0.1,0.3320000171661377,38.800000000000004,0.0
B30,3,False,35.0,0.125,0.24400001764297485,28.799999999999997,0.0
B30,3,False,35.0,0.15,0.19200000166893005,22.8,0.0
B30,3,False,35.0,0.175,0.1600000113248825,18.8,0.0
B30,3,False,35.0,0.2,0.10000000149011612,13.200000000000001,0.0
B30,3,False,40.0,0.0,0.9120000600814819,0.0,8.0
B30,3,False,40.0,0.025,0.800000011920929,70.0,3.2
B30,3,False,40.0,0.05,0.6480000019073486,68.75,2.0
B30,3,False,40.0,0.075,0.4960000216960907,57.028112449799195,0.4
B30,3,False,40.0,0.1,0.3960000276565552,44.0,0.0
B30,3,False,40.0,0.125,0.29600000381469727,34.8,0.0
B30,3,False,40.0,0.15,0.24400001764297485,30.4,0.0
B30,3,False,40.0,0.175,0.18000000715255737,22.8,0.0
B30,3,False,40.0,0.2,0.13600000739097595,20.0,0.0
B30,3,False,45.0,0.0,0.9000000357627869,0.0,8.799999999999999
B30,3,False,45.0,0.025,0.800000011920929,66.95652173913044,4.0
B30,3,False,45.0,0.05,0.6480000019073486,66.66666666666666,2.4
B30,3,False,45.0,0.075,0.5440000295639038,60.483870967741936,0.4
B30,3,False,45.0,0.1,0.4240000247955322,50.8,0.0
B30,3,False,45.0,0.125,0.35200002789497375,42.0,0.0
B30,3,False,45.0,0.15,0.31200000643730164,35.199999999999996,0.0
B30,3,False,45.0,0.175,0.22800001502037048,28.4,0.0
B30,3,False,45.0,0.2,0.20400001108646393,23.599999999999998,0.0
B30,3,False,50.0,0.0,0.8760000467300415,0.0,11.200000000000001
B30,3,False,50.0,0.025,0.800000011920929,63.96396396396396,3.5999999999999996
B30,3,False,50.0,0.05,0.6720000505447388,69.33333333333334,2.4
B30,3,False,50.0,0.075,0.5640000104904175,62.0,0.0
B30,3,False,50.0,0.1,0.47600001096725464,54.400000000000006,0.0
B30,3,False,50.0,0.125,0.3920000195503235,48.4,0.0
B30,3,False,50.0,0.15,0.31200000643730164,36.4,0.0
B30,3,False,50.0,0.175,0.30400002002716064,33.2,0.0
B30,3,False,50.0,0.2,0.24400001764297485,28.799999999999997,0.0
B30,3,False,55.0,0.0,0.8640000224113464,0.0,12.4
B30,3,False,55.0,0.025,0.796000063419342,65.45454545454545,6.0
B30,3,False,55.0,0.05,0.6720000505447388,69.81981981981981,2.8000000000000003
B30,3,False,55.0,0.075,0.5960000157356262,63.6,0.0
B30,3,False,55.0,0.1,0.5080000162124634,56.8,0.0
B30,3,False,55.0,0.125,0.4320000112056732,49.2,0.0
B30,3,False,55.0,0.15,0.35600000619888306,43.2,0.0
B30,3,False,55.0,0.175,0.31200000643730164,39.2,0.0
B30,3,False,55.0,0.2,0.25200000405311584,30.8,0.0
B30,3,False,60.0,0.0,0.8440000414848328,0.0,14.799999999999999
B30,3,False,60.0,0.025,0.7880000472068787,63.06306306306306,6.0
B30,3,False,60.0,0.05,0.6680000424385071,69.16299559471366,2.4
B30,3,False,60.0,0.075,0.5800000429153442,65.86345381526104,0.4
B30,3,False,60.0,0.1,0.5120000243186951,57.599999999999994,0.0
B30,3,False,60.0,0.125,0.46800002455711365,53.2,0.0
B30,3,False,60.0,0.15,0.41600000858306885,47.599999999999994,0.0
B30,3,False,60.0,0.175,0.3240000009536743,40.400000000000006,0.0
B30,3,False,60.0,0.2,0.2680000066757202,33.6,0.0
B30,3,False,65.0,0.0,0.8240000605583191,0.0,15.6
B30,3,False,65.0,0.025,0.7880000472068787,68.64406779661016,6.4
B30,3,False,65.0,0.05,0.6520000100135803,70.35398230088495,1.6
B30,3,False,65.0,0.075,0.5879999995231628,65.58704453441295,0.8
B30,3,False,65.0,0.1,0.5440000295639038,60.0,0.0
